Unnamed: 0,Author,Year,Title,Grau,Course,Pages,Institution,City,Link,Resumo,Autor,Orientador,Palavras,Area,Linha,Projeto,Financiador,PDF_Name
72,"Veeren, Isadora Barbosa Lima",2023,Micro Vc Macro: Probing The Frontier Between Quantum And Classical Regimes,Doutorado, Física,undefined,Centro Brasileiro De Pesquisas Físicas,Rio De Janeiro,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=13789730,"nesse trabalho, apresentamos uma coleção de resultados obtidos de diferentes projetos de pesquisa. na primeira parte, investigamos a chamada transição clássico-quântico sob a lente de medições em coarsegraining. mostramos que imprecisão é um ingrediente chave para que tal transição ocorra, e estabelecemos um valor crítico para a imprecisão, acima do qual é possível preparar um estado com magnetização em duas direções perpendiculares simultaneamente bem definidas. também exploramos como dinâmicas irreversíveis podem emergir de dinâmicas de sistemas fechados (e portanto, reversíveis), quando só se tem acesso parcial aos graus de liberdade do sistema de interesse. usando métodos de coarse-graining, indicamos quais as condições para determinar se a dinâmica emergente é reversível ou não. na segunda parte, exploramos diversas áreas de fundamentos da mecânica quântica. primeiro, desenvolvemos um método para caracterizar contextualidade quântica quando restrições de dimensão são impostas ao sistema, um problema até então sem solução eficiente. também introduzimos um procedimento semi-device independent para certificar, em um cenário bipartido de steering, que uma das partes é capaz de realizar pelo menos um certo número de medições. finalmente, exploramos o uso de matrizes de processo para investigar cenários de ordem causal indefinida e iluminar o papel de sinalização em impor limitações físicas a processos, definindo quais são possíveis e quais não.",Isadora Barbosa Lima Veeren,Fernando Da Rocha Vaz Bandeira De Melo,"['Coarse-Graining', ' Rela¸C˜Oes Entr´Opicas De Incerteza', ' Steering', ' Contextualidade']",Informação Quântica,['Informação E Computação Quântica'],Informação Quântica,,72-Tese_Doutorado_final_Isadora_Veeren.pdf
73,"Clemente, Hugo Santana",2023,Um Estudo De Sistemas Lineares Quânticos Usando O Qiskit,Mestrado, Física,undefined,Centro Brasileiro De Pesquisas Físicas,Rio De Janeiro,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=13739237,"explorando os fenômenos quânticos, a computação quântica oferece o potencial de reduzir drasticamente o consumo do tempo e energia da computação em alguns problemas específicos em comparação a computação clássica. porém, o modelo de programação quântica é fundamentalmente diferente da programação de um computador tradicional. as principais empresas do ramo possuem sua própria plataforma de programação. por exemplo, a ibm desenvolveu o qiskit, o google criou o cirq e a microsoft o azure. os sistemas de equações lineares constituem uma classe de problemas encontrados principalmente na física, na engenharia e inteligência artificial. existem métodos clássicos de resolução dos sistemas lineares, porém quando o número de equações aumenta, tais métodos muitas vezes se mostram ineficientes. neste contexto diversos algoritmos quânticos foram recentemente propostos para acelerar a resolução de sistemas lineares. a proposta deste trabalho é estudar três diferentes métodos para resolução de sistemas lineares quânticos, o método hhl, o cks e o vqls. para explanar cada método é demonstrado o desenvolvimento passo a passo, comentando suas características, vantagens e implementando exemplos. todas implementações foram realizadas utilizando a plataforma da ibm, o qiskit.",Hugo Santana Clemente,Alexandre Martins De Souza,"['Algoritmos QuˆAnticos', 'Resolu¸C˜Ao De Sistemas Lineares QuˆAnticos', 'Hhl', 'Cks', 'Vqls', 'Qiskit.']",Informação Quântica,['Informação E Computação Quântica'],Informação Quântica,,73-Dissertação_Final_Hugo_Santana.pdf
74,"Magno, Gabriel Fukamoto",2020,Geometria Da Informação: Métricas Em Espaços De Estado E Correções Na Cota De Cramér-Rao,Mestrado, Física,158,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=8804366,"a geometria da informação promove uma investigação da estrutura geométrica de variedades estatísticas, fornecendo uma série de elucidações em áreas que vão desde ciências da informação até ciências físicas, além de resultados aplicáveis a problemas como os de inferência estatística. neste texto, vamos apresentar a estrutura dualística (métrica de fisher, ±α-conexões) na variedade de probabilidades clássicas vinda de f-divergências globalmente definidas por funções convexas. vamos então estender este formalismo para produzir o seu análogo quântico, obtendo uma família de métricas de fisher não comutativas. em seguida, relacionamos estas métricas com as métricas monotônicas permitidas na mecânica quântica pelo do teorema de morozova-chentsov-petz via conexão operadores função convexa e monotônica. por fim, mostramos uma aplicação das técnicas geométricas em um problema de inferência estatística, onde calcularemos correções de ordem superior na cota de cramér-rao para um estimador de um parâmetro a partir da estrutura geométrica do espaço de hilbert adjacente, clássico ou quântico, observando as intersecções deste processo com os resultados anteriormente apresentados.",Gabriel Fukamoto Magno,Diogo De Oliveira Soares Pinto,"['Geometria', 'Teoria De Informação', 'Cota De Cramér-Rao']",,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,74-GabrielFukamotoMagno_ME_original.pdf
75,"Barreto, Diogo Lima",2020,Controle De Coerência Para Termometria Quântica De Sistemas Fora Do Equilíbrio,Doutorado, Física,79,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=9282520,"nas últimas duas décadas houve um aumento no interesse pela teoria de estimação quântica. entre os vários tópicos sobre o tema um que se destaca é a estimação de parâmetros para sistemas abertos, que sabidamente possuem precisão menor do que o caso para sistemas fechados. nosso trabalho foi focado justamente nos sistemas quânticos abertos onde exploramos a termometria fora do equilíbrio. para isso utilizamos o modelo de um q-bit em contato com um banho térmico e mudamos sua dinâmica submetendo-o a dois efeitos distintos: primeiro adicionamos um campo estocástico, capaz de manter o sistema fora do equilíbrio por mais tempo, com dois tipos de ruído; no segundo caso zemos com que a frequência do q-bit fosse variável no tempo, gerando um efeito de proteção de estado quântico, também prolongando o tempo para o sistema se equilibrar com o banho. em ambos os casos estudamos como a presença destes efeitos secundários afetam a precisão das estimativas da temperatura do banho térmico, calculadas através de dados extraídos do q-bit, que passa a funcionar como um termômetro. no caso do campo estocástico vericamos que para um regime de baixas temperaturas em que os efeitos do campo prevalecem, é possível atingir uma precisão maior que para o caso de temperaturas mais altas. já para o caso da frequência variável, vericamos que não é possível obter uma maior precisão, mas o retardamento da decoerência oferece uma janela de tempo maior para que as estimativas possam ser realizadas, o que pode oferecer uma vantagem para possíveis aplicações experimentais.",Diogo Lima Barreto,Diogo De Oliveira Soares Pinto,"['Metrologia Quântica', 'Sistemas Quânticos Abertos', 'Sistemas Fora Do Equilíbrio']",Fisica Basica,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,75-DiogoLimaBarreto_DO_original.pdf
76,"Rossi, Vinicius Pretti",2020,Wigner’S Friend And Quantum Clocks,Mestrado, Física,91,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=9280400,"em 1962, eugene p. wigner apresentou um experimento mental que destacava a incompatibilidade na mecânica quântica entre a evolução unitária e a redução da função de onda em uma medição. esse trabalho resultou em uma classe de experimentos mentais usualmente chamados cenários tipo amigo de wigner, que têm provido informações sobre várias abordagens e interpretações da teoria quântica. recentemente, um teorema obtido por daniela frauchiger e renato renner trouxe de volta a atenção sobre o amigo de wigner e seu potencial de colocar teorias à prova. diversas respostas a este resultado indicaram como a marcação temporal no experimento mental poderia estar produzindo um paradoxo. neste trabalho, nos perguntamos o que aconteceria se o amigo isolado não compartilhasse um referencial temporal com o observador externo, e o tempo fosse rastreado por um relógio quântico. para este fim, revisitamos conceitos fornecidos pela teoria de referenciais quânticos e pela teoria quântica de recursos de assimetria, para descobrir como internalizar o tempo neste cenário, e apresentamos um modelo de relógio implementável proposto por mischa p. woods, ralph silva e jonathan oppenheim, chamado de relógio quase ideal. nossos resultados mostraram que nenhum comportamento decoerente surge dessa abordagem, e o desacordo entre o superobservador e seu amigo persiste mesmo para um relógio impreciso, indicando que a fonte de paradoxo em um cenário tipo amigo de wigner pode estar em outra parte.",Vinicius Pretti Rossi,Diogo De Oliveira Soares Pinto,"['Fundamentos Da Teoria Quântica', 'Amigo De Wigner', 'Relógios Quânticos', 'Referenciais Quânticos']",Fisica Teorica E Experimental,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,76-ViniciusPrettiRossi_ME_original.pdf
77,"Lima, Rafael Bruno Barbosa",2020,Controle Da Não Markovianidade Em Sistemas Quânticos Aberto,Doutorado, Física,141,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=9285653,"sistemas quânticos abertos têm sido alvos de diversos estudos teóricos e experimentais ao longo dos últimos anos. em especial, pesquisas relacionadas a não markovianidade e como ela influencia a dinâmica do sistema se tornaram relativamente importantes, pois desta forma pode-se ter o retorno das características quânticas iniciais presentes no sistema. nesta tese foram desenvolvidos dois trabalhos relacionados acerca da inflência da não markovianidade em sistemas quânticos abertos. no primeiro, foi utilizado um sistema de um qbit em contato com um reservatório bosônico e também sob a influência de um bombeio estocástico clássico, gerando assim um acoplamento efetivo do sistema com o ruído estocástico e o reservatório térmico. desta forma, foi investigado como a dinâmica do qbit é modificada através da produção de não markovianidade no sistema devido ao acoplamento efetivo e também como a energia média do sistema, com e sem o bombeio, se comporta tanto no regime markoviano como não markoviano. adicionalmente, foi realizada uma análise da produção de não markovianidade utilizando os ruídos estocásticos exponencial, gaussiano e lei de potência. aplicando a medida de andersson, cresser, hall e li (achl), foi possível fazer um comparativo do quanto de não markovianidade foi produzida para cada ruído estocástico utilizado. no segundo trabalho, foi realizado um estudo de como é possível gerar a transição entre os regimes markoviano e a não markovianos por meio do controle de tempo de relaxação spin-rede de um qbit auxiliar, que atua como um ambiente. a decoerência do sistema foi simulada atarvés da formulação de canais quânticos. além disso, foi discutido como o mecanismo de relaxação é modificado pela ação de um campo magnético externo. por fim, é apresentado uma demonstração experimental do modelo e foi realizada a comparação dos dados experimentais com os simulados teoricamente.c",Rafael Bruno Barbosa Lima,Diogo De Oliveira Soares Pinto,"['Sistemas Quânticos Abertos', 'Não-Markovianidade Quântica', 'Informação Quântica']",Fisica Teorica E Experimental,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,77-RafaelBrunoBarbosaLima_DO_original.pdf
78,"Naves, Caio Botelho",2022,Estudos Sobre O Passeio Quântico De Elefante Generalizado,Mestrado, Física,109,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=11674165,"passeios quânticos têm sido uma plataforma para o estudo e modelagem de vários processos e sistemas físicos, variando entre a sua aplicação no desenvolvimento de algoritmos quânticos e o estudo de transporte de energia em moléculas biológicas. assim como em aspectos mais gerais da teoria quântica, também surgiu a necessidade de se estudar os efeitos da introdução de ruído na evolução dos passeios quânticos, visto que trata-se de um fator importante em aplicações experimentais. nesse contexto, g. d. molfetta et al. em 2018 apresentou um modelo quântico do passeio de elefante, denominado passeio quântico de elefante, que analisa uma evolução unitária ruidosa. posteriormente, tal passeio foi generalizado por m. a. pires et al. no passeio generalizado de elefante, demonstrando possuir a interessante propriedade de controle sobre a difusividade do caminhante enquanto possivelmente gerando emaranhamento máximo entre seus graus de liberdade, algo desconhecido até então. neste trabalho nos propomos a estudar, através de experimentos numéricos, a geração de emaranhamento no passeio de quântico elefante generalizado em configurações iniciais e de evolução diversas. para tal, primeiramente introduzimos passeios aleatórios clássicos, revisando os conceitos de probabilidade necessários para o seu entendimento. posteriormente, abordamos passeios quânticos e afunilamos a descrição para passeios quânticos de tempo discreto com moeda, o tipo de passeio principal a ser estudado. nossos resultados indicam que este passeio potencialmente gera estados maximamente emaranhados para a maioria dos estados iniciais e evoluções, mesmo com uma baixa taxa de ruído. estes resultados indicam que uma evolução dinamicamente aleatória, seja ela introduzida no operador moeda, como previamente estudada por outros autores, ou no operador deslocamento como no caso deste passeio, gera estados completamente correlacionados.",Caio Botelho Naves,Diogo De Oliveira Soares Pinto,"['Passeios Quânticos', 'Passeio Quântico De Elefante Generalizado', 'Emaranhamento']",Fisica Teorica E Experimental,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,78-CaioBotelhoNaves_ME_original.pdf
79,"Mendes, Leandro Raffhael Da Silva",2021,Page-Wootters Mechanism: The Role Of Coherence And Finite Sized Clocks,Doutorado, Física,100,Universidade De São Paulo (São Carlos),São Carlos,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=11020408,"dentre as muitas propostas de como abordar o conceito de tempo na teoria quântica, o mecanismo de page-wootters tem atraído muita atenção nos últimos anos. originalmente, este mecanismo se focou num sistema global bipartido puro, não-interagente e estacionário, constituído de um sistema de interesse junto com um relógio, e buscou determinar como a evolução no tempo pode emergir e uma equação de movimento ser obtida para uma partícula quântica condicionada a medição do estado do relógio nestas circunstâncias. nesse mecanismo, o tempo é visto como uma coordenada inacessível e a aparente passagem do tempo surge como consequência das correlações entre os subsistemas de um estado global. aqui propomos uma medida que captura o caráter relacional do mecanismo, mostrando que a coerência interna é o ingrediente necessário para o surgimento do tempo no modelo de page-wootters. conectando-o a resultados em termodinâmica quântica, mostrando que está diretamente relacionada ao trabalho extraível da coerência quântica. em uma segunda etapa, analisamos essa abordagem atemporal da teoria quântica, mas derivando uma equação de movimento para um sistema de interesse num estado misto que evolui de acordo com sua interação induzida gravitacionalmente com um relógio quântico não ideal. a interação considerada é conhecida por descrever o mecanismo de decoerência gravitacional, e o modelo do relógio é o relógio quase ideal recentemente proposto, construído para aproximar a relação de comutação canônica tempo-energia. como resultado de nossas considerações, obtivemos uma equação de movimento que é de natureza não linear, dependente das condições iniciais do sistema.",Leandro Raffhael Da Silva Mendes,Diogo De Oliveira Soares Pinto,"['Page-Wootters', 'Relógio Quase Ideal', 'Coerência Interna', 'Equação Não Linear De Movimento']",Fisica Teorica E Experimental,['Informação E Computaçao Quântica'],Fundamentos E Aplicações Da Física Da Informação Quântica,Cons Nac De Desenvolvimento Cientifico E Tecnologico - Bolsa No País - Pós-Graduação,79-LeandroRaffhaeldaSilvaMendes_DO_original.pdf
80,"Filenga, Davi",2020,Relações Monogâmicas Entre Estados Multipartidos E Efeitos De Memória Em Computação Quântica Baseada Em Medidas Projetivas,Doutorado, Ciência E Tecnologia De Materiais,203,Universidade Estadual Paulista Júlio De Mesquita Filho ( Bauru ),Bauru,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=9096500,"na presente tese realizou-se um estudo acerca das relações monogâmicas entre emaranhamento de formação (ef) e discórdia quântica (dq) para sistemas quânticos multipartidos, bem como um estudo acerca da dinâmica dissipativa de operações lógicas de 1 (portas not e z) e 2 (porta cnot) qubits para uma computação quântica baseada em medidas projetivas (mbqc). como resultado, expressões as quais generalizam relações de conservação entre ef e dq puderam ser deduzidas, bem como relações de distribuição de dq para sistemas de n partes. ademais, ampliando os estudos referentes a sistemas multipartidos, uma pesquisa a respeito da influência dos canais amplitude damping (ad) e phase damping (pd) em uma mbqc considerando ambientes altamente não-markovianos pôde ser desenvolvida. nesse sentido, uma medida denominada fidelidade média (fm) foi então proposta, a partir da qual expressões analíticas puderam ser deduzidas para os canais em questão, e sendo demonstrado que fm resulta em valores idênticos para as portas x e z. além do mais, também foi possível realizar um estudo acerca dos tempos ótimos das medidas, segundo o qual pôde-se concluir que sua rápida execução não necessariamente implica em melhores resultados, tampouco sua lenta execução não necessariamente implica em piores. nesse contexto, pôde-se também demonstrar que para o canal ad o conhecimento do mapa dissipativo já é o suficiente para intuitivamente determinar os melhores tempos de medidas, sendo que o mesmo não necessariamente é verdade para o canal pd, onde uma combinação de medidas em instantes de tempo específicos pode levar a melhores resultados devido ao erro existente em um qubit corrigir o erro existente em outro. por fim, realizou-se um estudo acerca da indução de ruídos markovianos em sistemas não-markovianos e vice-versa, a partir do qual pôde-se observar que, para o canal pd, a indução de ruídos markovianos em posições específicas de um cluster com qubits não-markovianos pode resultar em valores de fidelidade média expressivamente mais elevados.",Davi Filenga,Felipe Fernandes Fanchini,"['Comomputação Quântica Baseada Em Medidas Projetivas', 'Monogamia De Estados', 'Estados Multipartidos', 'Sistemas Quânticos Abertos']",Ciência E Tecnologia De Materiais,['Materiais Eletrônicos E Fotônicos'],Uso De Controle Ótimo Quântico E Desacoplamento Dinâmico Para Viabilização De Simulação Quântica Em Dispositivos Semicondutores,Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Excelência Acadêmica,80-filenga_d_dr_bauru.pdf
81,"Monteiro, Claudio Luis Alves",2021,Quantum Neurons With Real Weights For Diabetes Prediction,Mestrado, Ciências Da Computação,52,Universidade Federal De Pernambuco,Recife,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=11181750,"este trabalho apresenta resultados sobre a aplicação de algoritmos de aprendizagem de máquina quântica no setor de saúde. foi desenvolvida e testada uma proposta de neurônio quântico capaz de armazenar pesos reais em comparação com outros neurônios quânticos. esse modelos podem transportar uma quantidade exponencial de informação para um número linear de unidades de informação quântica (qubits) usando a propriedade quântica de superposição. foi comparado o desempenho desses algoritmos nos seguintes problemas: simular o operador xor, resolver um problema não linear genérico e previsão de diabetes em pacientes. os resultados dos experimentos mostraram que um único neurônio quântico é capaz de atingir uma acurácia de 100% no problema xor e 100% de acurácia em um conjunto de dados não linear, demonstrando que neurônios quânticos com pesos reais são capazes de classificar corretamente problemas não linearmente separáveis. no problema de classificação de diabetes, os neurônios quânticos alcançaram uma acurácia de 76% e auc-roc de 88%, enquanto sua versão clássica, o perceptron, atingiu apenas 63% de acurácia e a rede neural artifical atingiu 80% auc-roc. esses resultados indicam que um único neurônio quântico tem um desempenho maior que sua versão clássica e até mesmo que a rede neural artifical na auc-roc, demonstrando seu potencial para uso em aplicações para o setor de saúde. este trabalho é também uma contribuição ao campo das redes neurais quânticas, que pode ser avançada a partir do neurônio quântico proposto.",Claudio Luis Alves Monteiro,Fernando Maciano De Paula Neto,"['Aprendizado De Máquina', 'Diabetes Mellitus', 'Saúde', 'Computação Quântica', 'Aprendizado De Máquina Quântico.']",Computação Inteligente,['Redes Neurais'],,,Download Failed
82,"Beo, Flavia Janine Rosante",2020,Aprendizado De Máquina Quântica Com Rede Neural Artificial Aplicado Ao Problema De Coloração De Grafos,Mestrado, Ciência Da Computação,162,Universidade Federal Do Abc,Santo André,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=10224473,"o problema de coloração de grafos consiste em atribuir cores a certos elementos de um grafo, sujeito a determinadas condições. ao se caracterizar como um problema de otimização combinatória, ele possui aplicabilidade a uma vasta gama de áreas que envolvem particionamento e conflitos, compreendendo escalonamentos e alocações diversas, como, por exemplo, de tarefas, canais, redes, eventos e rotas. inicialmente solucionado por algoritmos exatos, capazes de fornecer a solução ótima, estes se mostraram ineficientes na resolução de problemas de coloração de grafos de alta complexidade, sendo incapazes de fornecer soluções em um tempo computacional aceitável. assim, técnicas de inteligência artificial foram aplicadas com sucesso a instâncias complexas deste problema nas últimas décadas. a computação quântica tem se mostrado nos últimos anos uma possível alternativa viável e eficiente na resolução de problemas complexos diversos, com aplicações futuras na simulação e otimização em diferentes áreas, como medicina, transporte, finanças e segurança cibernética. dentro deste contexto, esta pesquisa envolve a simulação da execução de um algoritmo de inteligência artificial em um computador quântico para a resolução de um problema de coloração de grafos, constituindo, portanto, um algoritmo híbrido. o intuito é demonstrar o ganho em performance, relacionada a diferentes métricas, como o tempo de execução do algoritmo implementado e a qualidade da solução por ele encontrada, ambos relacionados à simulação do seu funcionamento em um computador quântico. a técnica de inteligência artificial utilizada foi uma rede neural artificial, que tem sido aplicada com sucesso nas últimas décadas a problemas de otimização combinatória de diversas áreas, como telecomunicações, medicina, gestão, segurança e previsão. os experimentos foram realizados no ibm q experience, uma plataforma online que disponibiliza o acesso a um conjunto de protótipos de processadores quânticos da ibm, por meio da computação em nuvem. os resultados obtidos foram comparados aos da rede neural utilizada, aplicada anteriormente ao problema de coloração de grafos na literatura, e implementada em um computador clássico, de acordo com determinadas métricas. o problema considerado, constituído por um grafo com 4 vértices, demonstrou o potencial do algoritmo híbrido quântico proposto na resolução de um problema de otimização combinatória, o qual obteve resultados superiores em relação àqueles apresentados pela rede neural artificial utilizada, implementada em um computador clássico, com relação ao tempo de processamento e à acurácia da rede neural considerada. esta pesquisa também discutiu como minimizar futuramente as limitações ainda apresentadas por um computador quântico na resolução do problema de coloração de grafos, a qual pode ser estendida a outros problemas de otimização combinatória, para instâncias maiores.",Flavia Janine Rosante Beo,Karla Vittori,"['Coloração De Grafos', 'Computação Quântica', 'Redes Neurais Artificiais', 'Aprendizado De Máquina Quântica']",Ciência Da Computação,[''],,,Download Failed
83,"Paula, Murilo Henrique Magiotto De",2022,Derivação De Funções Reais Via Óptica Paraxial,Mestrado, Física,69,Universidade Federal De Goiás,Goiânia,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=12935946,"no trabalho foi proposto um arranjo experimental capaz de realizar a derivação de uma função real de uma variável usando um feixe de perfil transversal. para isso, codificamos a função a ser derivada no perfil do feixe de modo que, ao realizar os procedimentos suficientes, determina-se a derivada da função em ponto específico ao medir a intensidade do feixe. ao final, procura-se realizar um paralelo entre os elementos de óptica necessários para realizar a derivação aos elementos da computação quântica a fim de estudar um possível algoritmo quântico capaz de realizar a derivação.",Murilo Henrique Magiotto De Paula,Ardiley Torres Avelar,"['Computação Quântica', 'Transformada De Fourier', 'Derivação Óptica']",Física,['Óptica Quântica E Informação Quântica'],"Estados Não Clássicos, Campos Escalares E Estruturas De Defeitos: Preparação, Propriedades E Aplicações",Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Demanda Social,Download Failed
84,"Junior, Celso Alves Do Nascimento",2023,Emaranhamento De Qubits De Éxcitons De Vale Nos Novos Sistemas Bidimensionais Integrados Em Uma Nanocavidade,Mestrado, Física,102,Universidade De Brasília,Brasília,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=12183422,"neste trabalho analisamos a dinâmica dos qubits de éxcitons em três sistemas quânticos distintos, nos quais nos permitiu extrair várias informações relevantes, como a concorrência, que é o meio pelo qual é possível calcular o quanto que um sistema quântico está emaranhado. éxcitons são quasipartículas compostas por um par elétron-buraco. são excelentes sistemas para serem usados como bits quânticos, pois sua neutralidade elétrica é extremamente vantajosa, tornando-os menos suscetíveis a decoerência devido a flutuações eletrostáticas em sua vizinhança. nesse trabalho, propomos dois tipos de qubits de éxcitons: qubits de éxcitons brilhantes e qubits de éxcitons escuros . primeiramente estudamos um sistema quântico aberto composto por dois vales povoados por éxcitons claros, em que foi mostrado que a concorrência em função do tempo sempre decai, ou seja, sempre alcançava estados estacionários nulos. já no segundo estudo introduzimos ao primeiro sistema uma microcavidade bimodal, onde fora utilizado dois estados iniciais diferentes: o primeiro com os qubits de éxcitons em um estado não correlacionado, ou seja, não emaranhado, e os fótons da cavidade em um estado de bell (estado maximamente emaranhado), já no segundo estado inicial, deixamos os qubit de éxcitons em um estado de bell e os fótons da cavidade em um estado não correlacionado. em seguida foram realizados cálculos pós-dinâmicos, como a separação das matrizes de densidade do sistema composto, e por fim calculamos a concorrência para o sistema excitônico. com essa análise foi mostrado que a concorrência apresentou valores estacionários satisfatórios para o seu uso na computação quântica, mostrando que a cavidade introduzida ao sistema beneficiou o emaranhamento dos qubits de éxcitons. no terceiro estudo trabalhamos com um sistema de três níveis situados em um único vale, povoados por qubits de éxcitons claros e escuros, onde a motivação para ser trabalhar com essas últimas quasipartículas é o fato do tempo de vida radiativa serem muito maiores do que dos éxcitons claros , portanto, sua utilidade para a computação quântica é notável. no entanto, os éxcitons escuros são opticamente inativos, o que é um grande desafio a ser superado antes de qualquer tentativa de se tentar operá-los. propomos um mecanismo empregando um campo magnético no plano da amostra para tornar os éxcitons escuros brilhantes. demonstramos também que a emissão de éxcitons escuros pode ser efetivamente controlada pela magnitude e orientação do campo magnético aplicado. ainda em relação ao último sistema, encontramos as soluções estacionárias analíticas, como também correlacionamos as equações de movimento obtidas através da equação mestre de lindblad com as equações obtidas usando o formalismo das equações de taxas.",Celso Alves Do Nascimento Junior,Qu Fanyao,"['Qubits De Éxcitons', ' Emaranhamento', ' Concorrência. Computação Quântica.']",Fisica Teorica,['Física Da Matéria Condensada'],"O Efeito Hall Quântico, O Efeito Hall Quântico Fracionário, O Efeito Hall Quântico Anômalo, Efeito Hall Quântico De Spin E Isolantes Topológicos.",,84-Dissertacao_Celso_Alves.pdf
85,"Copatti, Douglas Fernando",2022,Codigos Quânticos Topológicos Sobre Tesselações Hiperbólicas Semirregulares,Doutorado, Matemática,111,Universidade Estadual De Maringá,Maringá,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=13060801,"um código quântico de superfície é aquele que utiliza tesselações sobre superfícies compactas e conexas como ferramenta para a construção do grupo estabilizador, visto que são casos particulares dos códigos estabilizadores. esta construção oferece um tratamento geométrico à análise dos códigos estabilizadores assim obtidos. tal tratamento geométrico possibilita a obtenção de um limitante inferior para a distância do código. mais ainda, por serem também casos particulares de códigos topológicos, cada operador do grupo estabilizador atua numa pequena quantidade de qubits do espaço do código, o que permite a implementação de uma computação tolerante à falhas: pode-se construir um hardware com uma determinada taxa de erros em cada componente sem que estes condenem o processamento como um todo. como primeiro resultado deste trabalho, destacamos a construção de códigos de superfície provenientes de tesselações semirregulares estabelecidas sobre superfícies compactas, conexas e orientáveis cuja característica de euler é negativa. como se sabe, estas superfícies são canonicamente munidas de uma métrica hiperbólica e possuem curvatura negativa. este fato nos permite obter uma infinidade de tesselações semirregulares, de qualquer valência, em detrimento das poucas possibilidades que o caso euclidiano permite. os códigos coloridos, que são construídos de forma muito similar aos de superfície, porém substancialmente mais ricos em propriedades, também ganham aqui o seu tratamento a partir de tesselações semirregulares estabelecidas sobre superfícies compactas, conexas e orientáveis cuja característica de euler é negativa. assim como no caso construído com tesselações regulares, existe uma infinidade de tesselações semirregulares 3-valentes e 3-coloríveis. cada uma destas nos fornece um código quântico colorido. estes, por se tratarem de casos particulares de códigos topológicos, também compõem o escopo dos códigos quânticos corretores de erros que permitem uma computação tolerante `a falhas.",Douglas Fernando Copatti,Eduardo Brandani Da Silva,"['Códigos Quânticos Corretores De Erros', 'Códigos Quânticos Topológicos', 'Computação Quântica', 'Códigos Coloridos', 'Códigos De Superfície']",Análise,['Equações Diferenciais E Análise Funcional'],"S-Números, Números De Entropia, Medidas De Não-Compacidade E Interpolação De Operadores Multilineares",Fund Coord De Aperfeicoamento De Pessoal De Nivel Sup - Programa De Demanda Social,Download Failed
